message_id,allocation_date,authorized_customer_id,raw_message,message_difficulty,split,message_hash_sha256
M000521,2025-02-15,C008,"Please deliver 22 kg spinach grade A, no substitutes on 2025-02-15. Customer ref C008.",standard,development,e8e4f7086a1fe17d1911b9baf990ab66eaf446e315b6de7768456158668f29f4
M000522,2025-02-15,C009,"Please deliver 51 kg lett grade B, substitution OK; also 27 kg strawberry grade A, no substitutes; also 43 kg spin grade B, no substitutes on 2025-02-15. Customer ref C009.",standard,development,4cdaae14802437849e1a8a819876bb58d98578fb1c374a2658411db33acc3deb
M000523,2025-02-15,C010,"Please deliver 51 kg cuke grade A, no substitutes; also 30 kg carrots grade A, no substitutes on 2025-02-15. Customer ref C010.",standard,development,d52520f72b258ef59057700445fcb4eb7ddfc762bc07257dcf396ad1a11cc31c
M000524,2025-02-15,C011,"Please deliver 15 kg spinach grade A, no substitutes on 2025-02-15. Customer ref C011.",standard,development,4c8375be84055a52c384395730bf2f583e562e81d2484ef247e384626b953b55
M000525,2025-02-15,C012,"Please deliver 108 kg tomatoes grade A, no substitutes; also 44 kg capsicum grade B, substitution OK; also 46 kg carrot grade B, substitution OK on 2025-02-15. Customer ref C012.",standard,development,df385d4043416ed9aabdbdfd523f75d7e5755960998ea7fcf56cb278763912e5
M000526,2025-02-16,C001,"Please deliver 30 kg lettuces grade B, substitution OK; also 42 kg spinach grade A, no substitutes; also 5 crate brocc grade B, substitution OK on 2025-02-16. Customer ref C001.",standard,development,96a1cdd60be47978699de0b78cb2c660633bf0aa3caa4c1962fa571b009465e4
M000527,2025-02-16,C002,"Please deliver 5 kg bell pepper grade B, substitution OK; also 9 kg spin grade B, substitution OK on 2025-02-16. Customer ref C002.",standard,development,dcdc3912cfbf8705c998b8cbd4628898b68a0c2b06ea04f4ed34d4940d309db2
M000528,2025-02-16,C003,"Please deliver 19 kg strawberries grade A, no substitutes; also 48 kg capsicum grade A, substitution OK; also 2 box leaf spinach grade B, substitution OK on 2025-02-16. Customer ref C003.",standard,development,02db69f470885ca43969ddd5090d622ed6855b7e0715d2462d3656d291a3e331
M000529,2025-02-16,C004,"Please deliver 63 kg cucumbers grade B, no substitutes; also 4 box berries grade A, no substitutes; also 3 box leaf spinach grade B, no substitutes; also 14 kg car grade B, substitution OK on 2025-02-16. Customer ref C004.",standard,development,1e53bdf5f57ed347317f071d00bbdde94ace18353fb957dbbb1c50159fa4d6c2
M000530,2025-02-16,C005,"Please deliver 13 kg berries grade A, substitution OK on 2025-02-16. Customer ref C005.",standard,development,32e18d5578b6717a82c14b78d58deda6261a2c4bec55d96d3115e7d116eb05c1
M000531,2025-02-16,C006,"Please deliver 19 kg cuke grade B, substitution OK on 2025-02-16. Customer ref C006.",standard,development,8abf8d2d9918dd31a0947660233e4a9f342342bb8277b485f56ecadc3d00d37d
M000532,2025-02-16,C008,"Please deliver 72 kg tomatoes grade A, substitution OK on 2025-02-16. Customer ref C008.",standard,development,3a0b3fc7c9dea94f76649cedc8109952412a09fcc170b5db855e0fe7c5f4f527
M000533,2025-02-16,C009,"Please deliver 3 box capsicum grade A, no substitutes on 2025-02-16. Customer ref C009.",standard,development,fedbf21ca9c607f81d7e8a3786165640c3fc64982e0c74e82ceb45055f586cac
M000534,2025-02-16,C010,"Please deliver 29 kg lettuce grade B, substitution OK; also 3 crate strawberry grade A, no substitutes; also 33 kg carrots grade B, no substitutes; also 35 kg broc grade A, substitution OK on 2025-02-16. Customer ref C010.",standard,development,d73703f3292bb7b5fd330ebf613676a14046c31fd10571df511accf7ae414094
M000535,2025-02-16,C011,"Please deliver 1 crate berries grade A, no substitutes; also 21 kg capsicum grade B, substitution OK; also 21 kg carrot grade A, no substitutes on 2025-02-16. Customer ref C011.",standard,development,550df83f12585915a8bab21e2e86aa5f3dfc75d68bda3dd1aaf168bb2c163763
M000536,2025-02-16,C012,"Please deliver 65 kg toms grade B, substitution OK; also 5 box peppers grade B, substitution OK; also 71 kg car grade B, no substitutes; also 1 box broccoli grade B, substitution OK on 2025-02-16. Customer ref C012.",standard,development,c043048738fb94fc7923495517f5608db15d398ba08fd3e50f21bd8f7db169f1
M000537,2025-02-17,C001,"Please deliver 2 box lettuce grade B, no substitutes; also 32 kg capsicum grade A, substitution OK; also 40 kg broc grade A, substitution OK on 2025-02-17. Customer ref C001.",standard,development,bfe2edaaa732d67f84f0528f358ddc56db505ae795cfea8b97ba9c3a674c5c01
M000538,2025-02-17,C002,"Please deliver 85 kg lett grade B, substitution OK; also 6 crate cucumbers grade A, no substitutes on 2025-02-17. Customer ref C002.",standard,development,7b7a50ac36a9d83cb17b72fd1c709d07a83318d64e89fa28e0a576273a99a2d0
M000539,2025-02-17,C003,"Hi team pls arrange 33 kg tomatoes grade A, no substitutes; also 2 crate spin grade A, no substitutes for 17/02; confirm asap. Ref 03",hard,development,26d644c835d249bf5e8111ca8318d76cc2a80b39a661791bd6db36b7bac3beee
M000540,2025-02-17,C004,"Please deliver 32 kg berries grade A, substitution OK; also 4 kg peppers grade B, substitution OK; also 2 box broc grade A, no substitutes on 2025-02-17. Customer ref C004.",standard,development,cfb4eca89980263e7a84ee449c9d5ec034a5122184a7909f5aa4ffd2a2f69492
M000541,2025-02-17,C005,"Please deliver 17 kg tomato grade A, no substitutes; also 27 kg lett grade B, substitution OK; also 10 kg spin grade B, no substitutes; also 61 kg carrots grade B, no substitutes on 2025-02-17. Customer ref C005.",standard,development,9f6875ec84829bebfd6ef66a458d795eb575b3bda65b61946c754d58b3edc675
M000542,2025-02-17,C006,"Please deliver 1 box toms grade B, no substitutes; also 4 crate bell pepper grade B, no substitutes; also 26 kg carrots grade A, no substitutes on 2025-02-17. Customer ref C006.",standard,development,2562b83eac0d0afa001c22a9b97c9d9d5aa2a3b2bc5a9aa80c5389796583e299
M000543,2025-02-17,C008,"Amendment - need 37 kg tomato grade B, substitution OK; also 6 crate cucumbers grade A, no substitutes; also 2 box broc grade B, no substitutes for 17/02; confirm asap. Ref 08",hard,development,b82b38fff7d5015e847b7fbd3c630774e9278840d3ece6f80ac5645965ed2274
M000544,2025-02-17,C009,"Please deliver 22 kg lettuces grade A, no substitutes; also 6 kg bell pepper grade A, no substitutes; also 37 kg carrot grade B, no substitutes on 2025-02-17. Customer ref C009.",standard,development,9f1fad3552b3838099bb21d7b51bc213aef2ff70d615e6da7efd0198f59e5981
M000545,2025-02-17,C010,"Please deliver 3 box tomatoes grade A, no substitutes; also 2 box strawberries grade A, no substitutes on 2025-02-17. Customer ref C010.",standard,development,f8f45fa484b41c34fee90a0a035d36c784b5c5d8dad694ec83b8c15e64417e69
M000546,2025-02-17,C011,"Please deliver 6 kg spin grade A, substitution OK; also 21 kg brocc grade B, no substitutes on 2025-02-17. Customer ref C011.",standard,development,06a612fd4bed28f213b84a4b20f34f486da8a6b992be38c1a287157552ac7888
M000547,2025-02-17,C012,"Please deliver 11 kg spinach grade A, no substitutes; also 7 kg broccoli grade B, no substitutes on 2025-02-17. Customer ref C012.",standard,development,4e3fa23972bc253d02cc45f10c2b92392c899f3ea1ca24328deb11ca8d335f30
M000548,2025-02-18,C001,"Please deliver 29 kg tomato grade B, no substitutes; also 28 kg berries grade B, no substitutes; also 1 box carrot grade A, no substitutes on 2025-02-18. Customer ref C001.",standard,development,5a48741cb1b1723c482d583dd398cdad42696a90b0d20eb88befaaeac5fe9358
M000549,2025-02-18,C002,"Please deliver 14 kg tomato grade A, no substitutes; also 46 kg cucumber grade B, substitution OK; also 1 crate carrot grade B, substitution OK; also 49 kg broccoli grade A, substitution OK on 2025-02-18. Customer ref C002.",standard,development,a8155e3f7713deca501874b10777fe1279765de675881e782be56c5621d2c262
M000550,2025-02-18,C003,"Please deliver 37 kg lettuce grade B, substitution OK; also 11 kg berries grade A, no substitutes; also 4 kg bell pepper grade A, no substitutes on 2025-02-18. Customer ref C003.",standard,development,a5c85af4a7137ecf75e15ecc3d48edab12984f10d388308c168e739466e91a2c
M000551,2025-02-18,C004,"Please deliver 20 kg tomatoes grade A, no substitutes; also 21 kg lettuces grade B, no substitutes; also 11 kg strawberries grade B, no substitutes; also 3 box peppers grade A, no substitutes; also 14 kg spinach grade B, substitution OK on 2025-02-18. Customer ref C004.",standard,development,62302c2e9ca80762fffb2f3d59316aff8884a9f900c124cb6b2316aafcb599d5
M000552,2025-02-18,C006,"Please deliver 2 crate lettuces grade B, substitution OK; also 1 crate cucumber grade B, substitution OK; also 16 kg spinach grade A, no substitutes; also 1 box carrots grade A, substitution OK on 2025-02-18. Customer ref C006.",standard,development,4d6df69da2eab2c99e185049104012879d70f2860cca67c528a2ba60cdb846b8
M000553,2025-02-18,C007,"Please deliver 1 crate tomato grade A, no substitutes; also 11 kg bell pepper grade A, substitution OK; also 1 box broc grade A, no substitutes on 2025-02-18. Customer ref C007.",standard,development,38e308772d6eeee2d144ed231e69f89f035054ca21d208103e74c84ab88f97fd
M000554,2025-02-18,C008,"Amendment - need 1 box lettuces grade A, no substitutes; also 7 box spinach grade A, no substitutes; also 22 kg brocc grade A, no substitutes for 18/02; call if any issue. Ref 08",hard,development,0dcdcf11159654fea886861da08e89d8b98b813c0e4ff6bfe0fce4ac983dc863
M000555,2025-02-18,C009,"Please deliver 15 kg lettuce grade A, substitution OK; also 4 kg broc grade A, no substitutes on 2025-02-18. Customer ref C009.",standard,development,de37f350a4dc9dfa913c94f3c2d4fa189db919dc1affc1e3d7b6410bbc12ffc6
M000556,2025-02-18,C010,"Please deliver 26 kg cucumbers grade A, no substitutes; also 1 box car grade B, substitution OK on 2025-02-18. Customer ref C010.",standard,development,541360d6aa58d1926c50bdd793cf5880a270cbc397eeda9156cc662d7dc01f00
M000557,2025-02-18,C011,"Please deliver 50 kg tomatoes grade A, no substitutes; also 16 kg car grade A, no substitutes on 2025-02-18. Customer ref C011.",standard,development,79a4de87c4955ec7461c1d4f068074c519d3dd41bf9a85e70311760288e51426
M000558,2025-02-18,C012,"Please deliver 3 kg bell pepper grade A, no substitutes on 2025-02-18. Customer ref C012.",standard,development,129f71b37cf3a021dd31c0e09ef27464705ea025b4b76f00604bd0058afd0794
M000559,2025-02-19,C001,"Please deliver 26 kg lett grade B, no substitutes; also 40 kg cuke grade A, no substitutes; also 26 kg strawberries grade B, substitution OK; also 11 kg capsicum grade A, no substitutes; also 22 box spin grade A, no substitutes; also 2 box broc grade A, no substitutes on 2025-02-19. Customer ref C001.",standard,development,e19d2c27d2a8e3c4be4bde5b8ff454e7ff684d882142e083449d34edfb26f32d
M000560,2025-02-19,C002,"Please deliver 5 kg cucumbers grade A, no substitutes on 2025-02-19. Customer ref C002.",standard,development,687edf24205661b43cb1daffdc0ac2031d0b430a6adea58026925cb6845691cd
M000561,2025-02-19,C003,"Amendment - need 16 kg cucumbers grade A, no substitutes; also 48 kg capsicum grade B, substitution OK; also 3 kg carrots grade A, no substitutes for 19/02; same delivery slot. Ref 03",hard,development,470b767c2dc50f4b0498563377ab5149639c028274b4dbacb3fc3492a6d61473
M000562,2025-02-19,C004,"Amendment - need 4 box tomatoes grade B, substitution OK; also 26 kg car grade A, no substitutes for 19/02; same delivery slot. Ref 04",hard,development,ae51c23f6ab5d31cd1dcdfd5b8328ecace8724a8f1d1712fd99b86d8af0f483a
M000563,2025-02-19,C005,"Please deliver 7 box tomatoes grade A, no substitutes; also 9 kg strawberries grade B, substitution OK on 2025-02-19. Customer ref C005.",standard,development,61e5186817b4d8a9f601caf1cb3fb31b530abd4bfaeec3dc1924ec45c86b132b
M000564,2025-02-19,C006,"Please deliver 20 kg strawberry grade A, no substitutes; also 14 kg carrot grade A, substitution OK on 2025-02-19. Customer ref C006.",standard,development,cb9f0ef4b9b0bfa3d45057833a511036d51c84e3636a010a08a9d7c036a814fc
M000565,2025-02-19,C007,"Please deliver 26 kg tomato grade B, no substitutes; also 9 box lettuces grade B, substitution OK; also 32 kg cucumber grade A, no substitutes; also 44 kg capsicum grade A, no substitutes; also 20 kg car grade A, no substitutes; also 4 box broccoli grade B, substitution OK on 2025-02-19. Customer ref C007.",standard,development,914fc27f7a3dba827876a1cb548c4f73f56f023e100bc182f4e7413f1af79a17
M000566,2025-02-19,C009,"Amendment - need 21 kg cuke grade B, substitution OK for 19/02; same delivery slot. Ref 09",hard,development,36c4aa2b6a385a9c0464635a17db02be0419a8e5845f515c185e3981585c840c
M000567,2025-02-19,C011,"Please deliver 61 kg carrot grade A, no substitutes; also 9 kg broccoli grade B, no substitutes on 2025-02-19. Customer ref C011.",standard,development,af2353fba425f4368b96bb8c1f50d10c10552222ae54fb85f69a125f0f235cc3
M000568,2025-02-19,C012,"Please deliver 17 kg strawberry grade B, substitution OK; also 1 crate spin grade B, substitution OK; also 2 crate broccoli grade B, substitution OK on 2025-02-19. Customer ref C012.",standard,development,5292cafa0356b7018901f69638798180b94a163b2b083726dbe45f8bcf451fb2
M000569,2025-02-20,C001,"Please deliver 10 box lett grade A, no substitutes; also 16 kg cucumber grade B, no substitutes; also 2 crate capsicum grade A, no substitutes; also 18 kg spin grade B, substitution OK on 2025-02-20. Customer ref C001.",standard,development,f4b07e89fed84e2adf7f873be78300eced339447158f72fc159f9e2d0c1d64a7
M000570,2025-02-20,C002,"Please deliver 32 kg tomatoes grade A, substitution OK on 2025-02-20. Customer ref C002.",standard,development,314aaf2bcc052277c7e41e4ca89575686ef354295c81d96d93e1da53ea6ccb8b
M000571,2025-02-20,C003,"Please deliver 2 crate peppers grade A, no substitutes; also 7 kg leaf spinach grade A, no substitutes; also 25 kg broc grade B, substitution OK on 2025-02-20. Customer ref C003.",standard,development,80d6a10b5548a0c61524ad9b8db393831750cb7c9e26573e0ca96c5d143a7668
M000572,2025-02-20,C004,"Hi team pls arrange 34 kg tomato grade B, no substitutes; also 27 kg cucumbers grade A, substitution OK; also 23 kg carrots grade A, substitution OK for 20/02; same delivery slot. Ref 04",hard,development,78c59c4f79585638f58ab061a8c177a08615f8d7979c4e4db2b49a8d141dd812
M000573,2025-02-20,C005,"Please deliver 4 crate strawberries grade A, no substitutes; also 7 kg peppers grade A, no substitutes; also 7 box carrots grade B, substitution OK on 2025-02-20. Customer ref C005.",standard,development,bbbe0fbaa2aec5f0439b287386fa2f04c644385a23f92f2b90aae9fce5600240
M000574,2025-02-20,C006,"Hi team pls arrange 7 box leaf spinach grade B, substitution OK for 20/02; confirm asap. Ref 06",hard,development,10082efd079e398bef495c49f00f13b2ac0e8955a75e78be66769399498cec57
M000575,2025-02-20,C007,"Please deliver 21 kg strawberries grade B, substitution OK on 2025-02-20. Customer ref C007.",standard,development,7e6ab0ef958e83919d4d0186285d97833d0eb35e8c2139341d4b7a25ab59f4ef
M000576,2025-02-20,C008,"Morning, can u send 16 kg cucumber grade B, substitution OK for 20/02; confirm asap. Ref 08",hard,development,d3a6be008d1efacca162cd95014653abed417ede284f4d51a9052cb4d6d3748f
M000577,2025-02-20,C009,"Amendment - need 2 crate bell pepper grade B, substitution OK; also 53 kg carrot grade B, substitution OK for 20/02; same delivery slot. Ref 09",hard,development,b2acdd66b2f758ac172b1cf6f9d18ffdaecd8dbc674545e8d2ebb5e35671bafd
M000578,2025-02-20,C010,"Amendment - need 45 kg toms grade B, substitution OK; also 37 kg cuke grade A, no substitutes for 20/02; call if any issue. Ref 10",hard,development,034b221bbf71af2527e33d9bd9172ae992628368d4012e5168eb5cee3f1634ca
M000579,2025-02-20,C011,"Please deliver 29 kg toms grade B, substitution OK; also 26 kg lettuces grade B, substitution OK; also 19 kg carrots grade A, no substitutes on 2025-02-20. Customer ref C011.",standard,development,5ccf89b8d295b3a519e390dcc58f4e79c46cadd363c2ed1328ac06cbf8b87d00
M000580,2025-02-20,C012,"Please deliver 6 kg cuke grade A, no substitutes; also 11 kg broccoli grade A, no substitutes on 2025-02-20. Customer ref C012.",standard,development,d8e05aa71b93ed17f39d4eba7b18a489dc56904da6fe422d4fcd10ab19d89191
M000581,2025-02-21,C001,"Please deliver 63 kg tomatoes grade B, no substitutes; also 2 crate lett grade B, substitution OK; also 1 crate leaf spinach grade B, no substitutes on 2025-02-21. Customer ref C001.",standard,development,ff3c3f6c4997eb24b0c5db5148c5f0cb55978e1a80ac24181896c09d5f3f5b53
M000582,2025-02-21,C002,"Please deliver 6 box tomatoes grade B, substitution OK; also 76 kg cucumbers grade A, no substitutes; also 22 kg bell pepper grade B, substitution OK; also 1 box spinach grade A, no substitutes; also 13 kg carrot grade B, substitution OK; also 6 kg broccoli grade B, no substitutes on 2025-02-21. Customer ref C002.",standard,development,f4277c3d3b75e6e92fa46a4f00ca02373fa64803c8018286ab427426e1a073e0
M000583,2025-02-21,C003,"Please deliver 4 kg strawberry grade A, no substitutes on 2025-02-21. Customer ref C003.",standard,development,6ff7ef772d8fe31ecd4591b978fd40af399e56dfa41800ebaf6b4a43bbdabc89
M000584,2025-02-21,C004,"Please deliver 9 kg peppers grade A, no substitutes; also 1 crate leaf spinach grade A, no substitutes; also 1 crate car grade B, substitution OK; also 2 crate broc grade A, no substitutes on 2025-02-21. Customer ref C004.",standard,development,4cad78253bd4fe1e8b0758d1e5df6abff5edae6427987b1b3a2954ec6a36c048
M000585,2025-02-21,C005,"Amendment - need 1 box car grade A, no substitutes for 21/02; call if any issue. Ref 05",hard,development,bd53632d02a5d3e8de1c0c4bf1f9bd6194dac306f1180e6ec03c92e14db86869
M000586,2025-02-21,C006,"Please deliver 15 kg lett grade B, substitution OK; also 25 kg carrots grade A, no substitutes; also 2 crate broccoli grade A, no substitutes on 2025-02-21. Customer ref C006.",standard,development,f50bbfa3089521acf4278ef6775434fc9d09e33afdc4ca2d0f58a3356c2a22ba
M000587,2025-02-21,C007,"Please deliver 3 kg strawberries grade B, substitution OK; also 16 kg bell pepper grade A, no substitutes on 2025-02-21. Customer ref C007.",standard,development,5482709a3560d0b3b717796aa4aaba792fef0b0d4d481164035bc5647db2e090
M000588,2025-02-21,C008,"Please deliver 9 kg lettuces grade A, no substitutes; also 1 crate cucumbers grade B, substitution OK; also 1 crate carrot grade B, substitution OK on 2025-02-21. Customer ref C008.",standard,development,c374637c1a80729112b1f68cd1511989bdf1d2642b40fa1390359f5c7a2b0b38
M000589,2025-02-21,C009,"Please deliver 33 kg cucumbers grade A, no substitutes; also 1 box broc grade B, substitution OK on 2025-02-21. Customer ref C009.",standard,development,436003f5a7fc38991b56d12eee415465ab2e91c2072b763f4a9bad2a510a9d9b
M000590,2025-02-21,C010,"Hi team pls arrange 2 box strawberries grade B, substitution OK; also 2 crate spin grade B, substitution OK for 21/02; call if any issue. Ref 10",hard,development,df4c559194b3b541f6e716cb705d9fe1e5d3489dd64670ee1d00114915135d52
M000591,2025-02-21,C011,"Please deliver 12 kg strawberry grade A, no substitutes; also 13 kg capsicum grade A, no substitutes; also 12 kg spin grade B, no substitutes; also 1 crate brocc grade B, no substitutes on 2025-02-21. Customer ref C011.",standard,development,b3ae2d9e2dff7b48a825b5784840e383264d8772882e2061938bf5e9e87d9ceb
M000592,2025-02-21,C012,"Please deliver 18 kg lett grade B, no substitutes; also 3 box cuke grade B, substitution OK; also 8 kg strawberries grade A, substitution OK on 2025-02-21. Customer ref C012.",standard,development,1d53977e8859bb1c79386ab0faefd199d7f642031b52d984a9149cc54413c110
M000593,2025-02-22,C001,"Please deliver 3 kg berries grade A, substitution OK; also 14 kg capsicum grade A, no substitutes on 2025-02-22. Customer ref C001.",standard,development,5d5d5edf04c2bb31641dc207b0fe863b84cd58ccbff044527fc8d60320294bb9
M000594,2025-02-22,C002,"Please deliver 4 crate lett grade A, no substitutes; also 24 kg cucumber grade B, substitution OK; also 17 kg bell pepper grade A, substitution OK on 2025-02-22. Customer ref C002.",standard,development,32135f5835be210cd29a0718bc8944ee8af0d5fe67f1fd562d84c560e3c46af9
M000595,2025-02-22,C003,"Amendment - need 9 box toms grade A, no substitutes; also 10 kg broc grade B, substitution OK for 22/02; same delivery slot. Ref 03",hard,development,f12971b8367a5d82f515afc2fa2380568b9cd5b2cfc264180086b962d816c256
M000596,2025-02-22,C004,"Amendment - need 9 kg strawberry grade A, no substitutes; also 39 kg spinach grade A, no substitutes for 22/02; same delivery slot. Ref 04",hard,development,02fdbc22ede869f97a31f464ceeff68a004118b112c119d18efd6464a9944d45
M000597,2025-02-22,C005,"Please deliver 21 kg tomatoes grade B, substitution OK; also 21 kg berries grade A, no substitutes; also 26 kg car grade A, no substitutes; also 11 kg brocc grade A, no substitutes on 2025-02-22. Customer ref C005.",standard,development,d53f169bbf68b34ae4fb3c62dd90d706c49de69718ee06b04a6bf2ae29ab0d2c
M000598,2025-02-22,C006,"Please deliver 10 box strawberry grade B, substitution OK on 2025-02-22. Customer ref C006.",standard,development,ce51b5f5569eaf0203c428782478b68b10cc59a1b679ed04db6ac43e9e8a5380
M000599,2025-02-22,C007,"Please deliver 43 kg brocc grade B, substitution OK on 2025-02-22. Customer ref C007.",standard,development,bb4631e8db83254499d5ad1a50e8db6df5bade3be5a189d35927a3301597ca6d
M000600,2025-02-22,C008,"Please deliver 4 kg leaf spinach grade B, substitution OK on 2025-02-22. Customer ref C008.",standard,development,c75969d53a552d262b774f7f63ca233bfe706b87465137152537d19cfae2bcce
M000601,2025-02-22,C009,"Please deliver 3 kg strawberry grade B, substitution OK on 2025-02-22. Customer ref C009.",standard,development,0e1b898961dd8857d5bb7e794d7ac62fb6581cc86c48854600f5f1bf7dcd78d6
M000602,2025-02-22,C010,"Please deliver 7 kg toms grade B, no substitutes; also 11 kg lettuces grade A, no substitutes; also 7 kg bell pepper grade B, substitution OK on 2025-02-22. Customer ref C010.",standard,development,e54e55f8a8f374dbeb307609565f0a4ac0b71e6a7242f87181a22ebd4e83e8e8
M000603,2025-02-22,C011,"Please deliver 35 kg toms grade B, substitution OK; also 11 kg lettuce grade A, no substitutes; also 66 kg cucumbers grade A, no substitutes; also 1 box bell pepper grade A, no substitutes; also 1 box carrot grade A, no substitutes on 2025-02-22. Customer ref C011.",standard,development,aa466381565d5eb5277b5bac5974dcd571f238f62f375a6a9460d5f2ad54aae5
M000604,2025-02-22,C012,"Please deliver 3 box bell pepper grade A, no substitutes; also 83 kg carrots grade A, no substitutes; also 3 kg broc grade B, substitution OK on 2025-02-22. Customer ref C012.",standard,development,5b9b8626c9368a58f9ba028ad6dfefdafa76d8c47a6bae1d74bf2a49649372fe
M000605,2025-02-23,C001,"Morning, can u send 29 kg cucumber grade B, substitution OK; also 8 kg bell pepper grade A, no substitutes for 23/02; call if any issue. Ref 01",hard,development,0d14471936960a5c397c69afd4708636debc2599299a6227bbf15183f7e8e94f
M000606,2025-02-23,C003,"Please deliver 21 kg lett grade B, no substitutes; also 2 crate strawberries grade A, substitution OK; also 31 kg peppers grade A, no substitutes; also 27 kg spin grade A, no substitutes on 2025-02-23. Customer ref C003.",standard,development,671b5a3fc9f8e9ab7cc8c21aeb7ebc4c655fa0e3b5e9a1fff7cb888ff803d180
M000607,2025-02-23,C004,"Please deliver 4 box tomato grade A, no substitutes on 2025-02-23. Customer ref C004.",standard,development,bf955644da65504fc2188a03128155411515107d51db904bfaa1db61107b0175
M000608,2025-02-23,C005,"Please deliver 6 kg tomatoes grade A, no substitutes; also 4 crate broc grade B, substitution OK on 2025-02-23. Customer ref C005.",standard,development,651c732ba07bfee17a7e6f7702b6f472e78c135e6fec1916bd1d34f8fe66a910
M000609,2025-02-23,C006,"Please deliver 22 kg lettuce grade B, no substitutes; also 3 kg cucumbers grade A, no substitutes on 2025-02-23. Customer ref C006.",standard,development,b93213691b4934f741bb987f417cd82f961947c3d2647eddf6c0cb4c59bc9958
M000610,2025-02-23,C007,"Please deliver 11 kg carrot grade A, no substitutes on 2025-02-23. Customer ref C007.",standard,development,b777d04f9e24087b04e10ba10167677fdfe16b157fabd06340f4724ee8a69955
M000611,2025-02-23,C008,"Please deliver 25 kg strawberry grade A, no substitutes on 2025-02-23. Customer ref C008.",standard,development,8a3b1e5a3dd3711f0eecf1c26b2efbc3c060a29b037c7206e173ac735c9f4153
M000612,2025-02-23,C009,"Please deliver 13 kg lettuces grade A, no substitutes; also 11 kg cuke grade A, no substitutes; also 4 kg capsicum grade B, substitution OK; also 13 kg leaf spinach grade A, no substitutes; also 8 kg broc grade A, no substitutes on 2025-02-23. Customer ref C009.",standard,development,83d984c69dcc370a238cc23d9a9dc2c900fe40804b73b13c4632d871e83caf7b
M000613,2025-02-23,C010,"Hi team pls arrange 35 kg broc grade B, no substitutes for 23/02; confirm asap. Ref 10",hard,development,633a450f4cde0d46a1365413ebc2959c2a66fde149f8a5829c29a88317583994
M000614,2025-02-23,C011,"Please deliver 8 box tomato grade B, substitution OK; also 3 kg peppers grade A, no substitutes; also 32 kg carrot grade A, no substitutes on 2025-02-23. Customer ref C011.",standard,development,81c5ac887751161bd56722b8cf9b601c70e0c1982952b8c6a97b6c62f2ca69d6
M000615,2025-02-23,C012,"Please deliver 37 kg car grade A, no substitutes on 2025-02-23. Customer ref C012.",standard,development,b0b6dfca67dccfd446ceeb17355dd22f5a0104f15411107d75bccae9ce855184
M000616,2025-02-24,C003,"Please deliver 18 kg spinach grade B, substitution OK on 2025-02-24. Customer ref C003.",standard,development,593d72d56216754a6fe55ce831be23e3336bf3abbf9cc801ca216ae46589fe91
M000617,2025-02-24,C005,"Please deliver 2 box strawberries grade B, substitution OK on 2025-02-24. Customer ref C005.",standard,development,b877da6217a6992764fcccd0e29f17f9f51e37a39e22c3c3a88ae424fb0835ff
M000618,2025-02-24,C006,"Please deliver 17 kg carrots grade A, no substitutes on 2025-02-24. Customer ref C006.",standard,development,e932cc9ac2e4443344051fe18353a3ab264a779dd3f56b5a6765875519b1cc7e
M000619,2025-02-24,C007,"Please deliver 35 kg lett grade A, no substitutes; also 12 kg cucumbers grade B, no substitutes; also 4 box capsicum grade A, no substitutes; also 8 box leaf spinach grade B, substitution OK on 2025-02-24. Customer ref C007.",standard,development,29e3ed0b4fb80022575c2a05d0f118bc152e14aa1aa713d3fc271e948511b55c
M000620,2025-02-24,C008,"Please deliver 5 kg carrots grade B, no substitutes; also 14 kg broc grade A, no substitutes on 2025-02-24. Customer ref C008.",standard,development,ccd6fcce7a13c179277112c2c477c59b3ea376c827bc464198a8eeb81ed40fca
M000621,2025-02-24,C009,"Please deliver 38 kg tomato grade B, no substitutes; also 15 kg berries grade B, no substitutes; also 5 kg capsicum grade B, substitution OK; also 43 kg broc grade B, no substitutes on 2025-02-24. Customer ref C009.",standard,development,4f3e97ae7f88fa99ceea62fca82fba8f15dc08a92f289dde83ba089aaf195458
M000622,2025-02-24,C010,"Morning, can u send 3 crate lettuce grade B, substitution OK; also 7 box cucumbers grade A, no substitutes; also 9 box strawberries grade B, substitution OK; also 4 box bell pepper grade A, no substitutes for 24/02; same delivery slot. Ref 10",hard,development,b021ca4ba106e4301e2e180c2f69a34b2ff1ecf38f524c480f8d5b11119cdf69
M000623,2025-02-24,C011,"Please deliver 42 kg toms grade A, substitution OK; also 19 kg berries grade B, substitution OK; also 6 kg bell pepper grade A, no substitutes; also 23 kg carrots grade A, no substitutes on 2025-02-24. Customer ref C011.",standard,development,54ca09a26442170a05ac2628825d7f82f7d379824ded780a65ff7c5339372161
M000624,2025-02-24,C012,"Amendment - need 5 kg car grade B, substitution OK for 24/02; call if any issue. Ref 12",hard,development,0bd1e1f823b290a6a38e3da5d90b706ab53b4b4cd47fae5dee00e18c064d8c2a
M000625,2025-02-25,C001,"Please deliver 11 kg lettuce grade B, substitution OK; also 70 kg cuke grade B, substitution OK on 2025-02-25. Customer ref C001.",standard,development,5a4258974990bd8ba65dee268f13af7ba7ce0825789194b17c52d82078a39292
